concept_key,canonical_term,learner_id,employee_id,certification_id,certification_name,hr_eligible,lms_claimed_ready,manager_approved,modules_completed,modules_required,labs_completed,labs_required,assessment_score,assessment_passed,truth_certification_ready,false_ready,decision,conflict_reason_count,conflict_reasons,source_systems_compared,evaluated_on
CertificationReady,Certification Ready,L02514,E02514,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,86,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02515,E02515,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,2,3,2,2,56,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02516,E02516,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,2,3,2,2,67,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02517,E02517,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,93,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02518,E02518,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,1,3,2,2,65,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02519,E02519,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,2,2,89,True,False,True,false_ready_blocked,1,Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02520,E02520,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,1,3,1,2,65,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02521,E02521,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,3,3,2,2,90,True,False,True,false_ready_blocked,1,HR eligibility missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02522,E02522,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,0,2,93,True,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02523,E02523,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,85,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02524,E02524,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,2,2,92,True,False,True,false_ready_blocked,2,Required module missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02525,E02525,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,95,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02526,E02526,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,88,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02527,E02527,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,76,False,False,True,false_ready_blocked,2,Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02528,E02528,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,3,3,2,2,75,False,False,True,false_ready_blocked,2,HR eligibility missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02529,E02529,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,1,2,86,True,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02530,E02530,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,1,2,66,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02531,E02531,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,2,3,1,2,91,True,False,True,false_ready_blocked,4,HR eligibility missing; Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02532,E02532,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,2,3,2,2,96,True,False,True,false_ready_blocked,2,HR eligibility missing; Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02533,E02533,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,69,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02534,E02534,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,1,3,2,2,81,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02535,E02535,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,2,3,1,2,57,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02536,E02536,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,2,2,78,False,False,True,false_ready_blocked,2,Required module missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02537,E02537,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,0,2,100,True,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02538,E02538,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,2,3,2,2,77,False,False,True,false_ready_blocked,3,HR eligibility missing; Required module missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02539,E02539,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,False,1,3,1,2,92,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02540,E02540,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,73,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02541,E02541,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,62,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02542,E02542,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,3,3,0,2,60,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02543,E02543,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,2,2,95,True,False,True,false_ready_blocked,1,Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02544,E02544,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,1,2,73,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02545,E02545,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,84,True,False,True,false_ready_blocked,1,Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02546,E02546,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,2,3,1,2,68,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02547,E02547,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,0,2,96,True,False,True,false_ready_blocked,2,Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02548,E02548,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,76,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02549,E02549,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,97,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02550,E02550,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,82,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02551,E02551,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,81,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02552,E02552,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,0,2,73,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02553,E02553,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,1,3,2,2,63,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02554,E02554,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,3,3,0,2,68,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02555,E02555,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,68,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02556,E02556,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,71,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02557,E02557,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,85,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02558,E02558,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,78,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02559,E02559,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,1,2,56,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02560,E02560,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,2,2,78,False,False,True,false_ready_blocked,2,Required module missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02561,E02561,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,1,3,2,2,66,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02562,E02562,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,3,3,1,2,95,True,False,True,false_ready_blocked,2,HR eligibility missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02563,E02563,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,3,3,1,2,63,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02564,E02564,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,71,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02565,E02565,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,96,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02566,E02566,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,97,True,False,True,false_ready_blocked,1,Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02567,E02567,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,84,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02568,E02568,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,False,2,3,1,2,56,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02569,E02569,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,77,False,False,True,false_ready_blocked,2,Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02570,E02570,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,65,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02571,E02571,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,3,3,2,2,95,True,False,True,false_ready_blocked,1,HR eligibility missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02572,E02572,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,0,2,94,True,False,True,false_ready_blocked,2,Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02573,E02573,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,1,3,1,2,98,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02574,E02574,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,2,3,2,2,72,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02575,E02575,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,66,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02576,E02576,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,95,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02577,E02577,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,1,2,79,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02578,E02578,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,1,3,2,2,58,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02579,E02579,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,3,3,2,2,80,True,False,True,false_ready_blocked,1,HR eligibility missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02580,E02580,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,78,False,False,True,false_ready_blocked,2,Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02581,E02581,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,85,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02582,E02582,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,0,2,80,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02583,E02583,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,2,2,78,False,False,True,false_ready_blocked,2,Required module missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02584,E02584,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,76,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02585,E02585,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,1,3,1,2,72,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02586,E02586,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,1,3,1,2,74,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02587,E02587,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,1,2,96,True,False,True,false_ready_blocked,2,Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02588,E02588,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,False,2,3,2,2,61,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02589,E02589,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,78,False,False,True,false_ready_blocked,2,Assessment below 80; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02590,E02590,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,2,3,2,2,98,True,False,True,false_ready_blocked,2,HR eligibility missing; Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02591,E02591,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,85,True,False,True,false_ready_blocked,1,Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02592,E02592,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,100,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02593,E02593,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,78,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02594,E02594,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,98,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02595,E02595,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,76,False,False,True,false_ready_blocked,2,Assessment below 80; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02596,E02596,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,3,3,2,2,61,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02597,E02597,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,2,3,2,2,83,True,False,True,false_ready_blocked,2,HR eligibility missing; Required module missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02598,E02598,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,76,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02599,E02599,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,False,True,1,3,1,2,88,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02600,E02600,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,1,3,2,2,88,True,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02601,E02601,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,89,True,False,True,false_ready_blocked,1,Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02602,E02602,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,77,False,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02603,E02603,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,2,2,84,True,True,False,certification_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02604,E02604,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,66,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02605,E02605,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,0,2,68,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02606,E02606,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,2,2,70,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02607,E02607,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,70,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02608,E02608,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,2,3,1,2,86,True,False,True,false_ready_blocked,3,Required module missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02609,E02609,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,False,3,3,1,2,100,True,False,True,false_ready_blocked,3,HR eligibility missing; Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02610,E02610,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,65,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02611,E02611,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,1,2,57,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02612,E02612,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,1,2,93,True,False,True,false_ready_blocked,2,Required lab missing; Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02613,E02613,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,1,2,90,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02614,E02614,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,3,3,0,2,69,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02615,E02615,cert-enterprise-ai-safety,Enterprise AI Safety Certification,False,True,True,3,3,2,2,79,False,False,True,false_ready_blocked,2,HR eligibility missing; Assessment below 80,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02616,E02616,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,False,3,3,2,2,92,True,False,True,false_ready_blocked,1,Manager approval missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02617,E02617,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,3,3,0,2,87,True,False,True,false_ready_blocked,1,Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02618,E02618,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,False,True,2,3,2,2,56,False,False,False,not_ready,0,none,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
CertificationReady,Certification Ready,L02619,E02619,cert-enterprise-ai-safety,Enterprise AI Safety Certification,True,True,True,2,3,1,2,85,True,False,True,false_ready_blocked,2,Required module missing; Required lab missing,HRIS; LMS; AssessmentPlatform; LabPlatform; ManagerPortal,2026-06-06
